id,name,start_x,end_x,start_y,end_y,monster_amount,drop_rate,unique_rate,underwater,makable,teleportable,escapable,resurrection,painwand,penalty,take_pets,recall_pets,usable_item,usable_skill
7710,\N,32576,33023,32640,33087,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7771,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7772,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7773,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7774,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7775,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7776,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7777,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7778,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7779,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7780,\N,32448,32831,32832,33151,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7781,Air Temple of Fairies,32576,32959,32576,32959,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7782,Air Temple of Fairies,32576,32959,32576,32959,1,1,1,0,0,0,1,1,1,1,1,1,1,1
7783,\N,32576,32959,32576,32959,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8000,Zipangu,32768,32959,32704,32959,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8001,jp yamato p2,32896,33087,32704,32959,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8002,jp yamato p2,32896,33087,32704,32959,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8003,jp yamato p2,32896,33087,32704,32959,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8006,\N,32768,32831,32768,32831,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8011,Singing Island,32768,32895,32768,32895,1,1,1,0,0,0,1,1,0,1,0,0,1,1
8012,Singing Island West Area,32704,32895,32704,32895,1,1,1,0,0,0,1,1,0,1,0,0,1,1
8013,Doromond\'s Room,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
8014,Training Room,32704,32767,32704,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
8015,Singing Island North Area,32704,32831,32704,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
8016,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8017,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8018,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8019,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8020,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8021,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8022,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8023,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8024,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8025,\N,32640,32959,32576,33023,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8030,\N,32704,32959,32640,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8031,\N,32704,32831,32768,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8032,\N,32704,32895,32704,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8033,\N,32704,32831,32768,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8034,\N,32640,32831,32768,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8035,\N,32704,32895,32704,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8036,\N,32704,32895,32768,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8037,\N,32640,32895,32768,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8038,\N,32640,32895,32768,32895,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8039,\N,32768,32895,32768,32959,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8104,\N,33024,33215,32640,32831,1,1,1,0,0,1,1,1,1,1,1,1,1,1
8105,\N,33024,33215,32640,32831,1,1,1,0,0,1,1,1,1,1,1,1,1,1
8106,\N,33024,33215,32640,32831,1,1,1,0,0,1,1,1,1,1,1,1,1,1
8116,\N,32576,32639,32704,32831,1,1,1,0,0,1,1,1,1,1,1,1,1,1
8117,\N,32576,32639,32704,32831,1,1,1,0,0,1,1,1,1,1,1,1,1,1
8118,\N,32576,32639,32704,32831,1,1,1,0,0,1,1,1,1,1,1,1,1,1
9000,Secret Research Lab of The Past,32576,32895,32640,33023,1,1,1,0,0,0,0,0,0,1,0,0,1,1
9100,Ivory Tower Secret Research Lab - Hardin,32704,32767,32832,32895,1,1,1,0,0,1,1,1,1,1,1,1,1,1
9101,\N,32640,32831,32768,32895,1,1,1,0,0,0,1,1,0,1,0,0,1,1
9202,Ivory Tower Secret Research Lab - Orim,32704,32767,32832,32895,1,1,1,0,0,0,1,1,0,1,0,0,1,1
16384,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
16896,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,1,0,1,1
17408,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
17920,Inn,32704,32767,32768,32831,1,1,1,0,0,0,0,0,0,1,0,0,1,1
18432,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
18944,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
19456,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
19968,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
20480,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
20992,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
21504,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
22016,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
22528,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
23040,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
23552,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
24064,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
24576,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
25088,Inn,32704,32767,32768,32831,1,1,1,0,0,0,1,1,0,1,0,0,1,1
