id,name,skill_level,skill_number,consume_mp,consume_hp,consume_item_id,consume_amount,reuse_delay,buff_duration,target,target_to,damage_value,damage_dice,damage_dice_count,probability_value,probability_dice,probability_max,attr,type,lawful,ranged,area,through,skill_id,name_id,action_id,cast_gfx,cast_gfx2,sys_msg_id_happen,sys_msg_id_stop,sys_msg_id_fail,can_cast_with_invis,ignores_counter_magic,is_buff,impl
11004,爆炎(広範囲魔法),0,0,5,0,0,0,0,0,none,3,20,3,3,0,0,-1,2,64,0,0,6,0,0,,30,2510,-1,0,0,0,0,0,0,\N
11005,灼熱(槍投げ),0,0,5,0,0,0,0,0,attack,3,20,3,3,0,0,-1,2,64,0,6,2,0,0,,18,1776,-1,0,0,0,0,0,0,\N
11006,焦熱(アースクエイク),0,0,5,0,0,0,0,0,none,3,20,3,3,0,0,-1,2,64,0,0,4,0,0,,19,245,-1,0,0,0,0,0,0,\N
11007,炎帝(遠距離火炎),0,0,5,0,0,0,0,0,attack,3,40,5,5,0,0,-1,2,64,0,8,3,0,0,,18,1794,-1,0,0,0,0,0,0,\N
11008,サン バースト(最果て),0,0,5,0,0,0,0,0,attack,3,20,3,3,0,0,-1,2,64,0,3,0,0,0,,18,1811,-1,0,0,0,0,0,0,\N
11009,邪炎(広範囲魔法),0,0,5,0,0,0,0,0,none,3,20,3,3,0,0,-1,2,64,0,0,3,0,0,,18,2552,-1,0,0,0,0,0,0,\N
45545,흑 장로 (범위),0,0,50,0,0,0,0,1500,attack,3,100,7,7,0,0,-1,8,64,0,4,4,0,0,,18,7977,5193,0,0,0,0,0,0,\N
45546,흑 장로 (디케이 포션),0,0,50,0,0,0,500,16,none,3,0,0,0,0,10,-1,0,1,0,3,0,0,0,,19,2232,5010,0,0,280,0,0,1,L1MarkerSkill
90518,제부레쿠이 남성 프리 징 브레스,0,0,0,0,0,0,0,0,attack,3,100,10,5,0,0,-1,4,64,0,0,5,0,0,,30,-1,-1,0,0,0,0,0,0,\N
90519,제부레쿠이 암 땅이 갈라짐,0,0,0,0,0,0,0,0,attack,3,100,10,10,0,0,-1,1,64,0,0,-1,0,0,,19,-1,-1,0,0,0,0,0,0,\N
91202,안타라스 (메테오),0,0,0,0,0,0,0,0,attack,3,1000,10,10,0,0,-1,1,64,0,0,10,0,0,,30,-1,-1,0,0,0,0,1,0,\N
91420,파우스트 (범위),0,0,50,0,0,0,5000,0,attack,3,50,5,5,0,0,-1,1,64,0,4,4,0,0,,18,5010,-1,0,0,0,0,0,0,\N
91432,자식 피닉스 (원거리 화염),0,0,5,0,0,0,0,0,attack,3,100,10,10,0,0,-1,2,64,0,6,2,0,0,,18,8179,-1,0,0,0,0,0,0,\N
91598,낙하 충격 (풍룡),0,0,50,0,0,0,1500,0,attack,3,100,100,10,0,0,-1,8,64,0,-1,-1,0,0,,11,7985,-1,0,0,0,0,1,0,\N
91599,진정한 힘 (풍룡),0,0,100,0,0,0,0,0,attack,3,500,10,50,0,0,-1,8,64,0,-1,-1,1,0,,30,-1,-1,0,0,0,0,0,0,\N
91600,스몰 럽션 (풍룡),0,0,50,0,0,0,400,0,attack,3,100,10,5,0,0,-1,8,64,0,-1,0,1,0,,0,7980,-1,0,0,0,0,1,0,\N
91601,이 럽션 (풍룡),0,0,80,0,0,0,400,0,attack,3,150,10,5,0,0,-1,8,64,0,-1,0,1,0,,0,10145,-1,0,0,0,0,1,0,\N
91602,범위 화살 (풍룡),0,0,50,0,0,0,1500,0,attack,3,200,50,10,0,0,-1,8,64,0,-1,-1,0,0,,19,7987,-1,0,0,0,0,1,0,\N
91603,낙뢰 (풍룡 : 소),0,0,50,0,0,0,1500,0,attack,3,150,10,7,0,0,-1,8,64,0,-1,-1,0,0,,19,7977,-1,0,0,0,0,1,0,\N
91604,토네이도 (풍룡),0,0,50,0,0,0,1500,0,attack,3,300,10,10,0,0,-1,8,64,0,-1,-1,0,0,,55,8077,-1,0,0,0,0,1,0,\N
91605,작은 용,0,0,50,0,0,0,1500,0,attack,3,200,10,5,0,0,-1,8,64,0,-1,0,0,0,,51,8032,-1,0,0,0,0,1,0,\N
91606,웨더 (풍룡),0,0,100,0,0,0,1500,0,attack,3,500,50,10,0,0,-1,8,64,0,-1,-1,0,0,,20,-1,-1,0,0,0,0,1,0,\N
91607,코트 로트 (원거리 마법),0,0,20,0,0,0,500,0,attack,3,30,3,2,0,0,-1,8,64,0,6,0,0,0,,18,7937,7938,0,0,0,0,0,0,\N
91608,가루다 계 (원거리 공격),0,0,20,0,0,0,500,0,attack,3,30,4,2,0,0,-1,0,64,0,8,0,0,0,,18,7944,7945,0,0,0,0,0,0,\N
91609,가루다 계 (회전),0,0,0,0,0,0,500,0,attack,3,50,4,2,0,0,-1,0,64,0,4,4,0,0,,19,7946,-1,0,0,0,0,0,0,\N
91610,골렘 계 (회전),0,0,0,0,0,0,800,0,attack,3,30,3,2,0,0,-1,0,64,0,3,3,0,0,,19,-1,-1,0,0,0,0,0,0,\N
91611,메탈 골렘 (수) (원거리 마법),0,0,20,0,0,0,500,0,attack,3,10,2,1,0,0,-1,1,64,0,6,0,0,0,,18,8007,8006,0,0,0,0,0,0,\N
91612,메탈 골렘 (바람) (원거리 마법),0,0,20,0,0,0,500,0,attack,3,10,2,1,0,0,-1,2,64,0,6,0,0,0,,18,8008,8028,0,0,0,0,0,0,\N
91613,메탈 골렘 (화) (원거리 마법),0,0,20,0,0,0,500,0,attack,3,10,2,1,0,0,-1,4,64,0,6,0,0,0,,18,8009,8029,0,0,0,0,0,0,\N
91614,메탈 골렘 (地) (원거리 마법),0,0,20,0,0,0,500,0,attack,3,10,2,1,0,0,-1,8,64,0,6,0,0,0,,18,8010,8030,0,0,0,0,0,0,\N
91615,구름의 대 정령 (힘 마술),0,0,50,0,0,0,1000,0,attack,3,50,3,3,3,0,-1,8,64,0,-1,3,0,0,,1,8089,8090,0,0,0,0,0,0,\N
91640,シャスキ(範囲),0,0,25,0,0,0,0,0,attack,3,150,3,3,0,0,-1,8,64,0,0,5,0,0,,30,4627,-1,0,0,0,0,1,0,\N
91642,ビッグフットマヨ(アイスイラプション),0,0,50,0,0,0,400,0,attack,3,100,10,5,0,0,-1,1,64,0,8,0,0,0,,18,10895,-1,0,0,0,0,0,0,\N
99001,울 솥 (박치기),0,0,0,0,0,0,0,0,attack,3,10,5,5,0,0,-1,0,64,0,1,0,0,0,,1,-1,-1,0,0,0,0,0,0,\N
99002,성난 울 솥 (범위 공격),0,0,5,0,0,0,1000,0,attack,3,20,5,5,0,0,-1,2,64,0,3,3,0,0,,19,10580,-1,0,0,0,0,0,0,\N
99003,카마 이타치 (범위),0,0,15,0,0,0,3000,0,attack,3,80,10,5,50,50,-1,8,64,0,3,3,0,0,,19,10607,-1,0,0,0,0,0,0,\N
99005,갓파 (특수),0,0,20,0,0,0,0,0,attack,3,20,5,5,0,0,-1,4,64,0,2,2,0,0,,19,-1,-1,0,0,0,0,0,0,\N
99007,우귀 (원거리 공격),0,0,0,0,0,0,0,0,attack,3,0,0,0,0,0,-1,0,0,0,1,0,0,0,,1,-1,-1,0,0,0,0,0,0,\N
99024,코마유무,0,0,0,0,0,0,0,0,attack,3,50,3,3,0,0,-1,1,64,0,8,0,0,0,,18,7484,-1,0,0,0,0,0,0,\N
99025,코마신,0,0,0,0,0,0,0,0,attack,3,50,3,3,0,0,-1,1,64,0,8,0,0,0,,18,7491,-1,0,0,0,0,0,0,\N
99029,코마 쿰 (원거리 공격),0,0,10,0,0,0,400,0,attack,3,30,5,3,0,0,-1,2,64,0,6,0,0,0,,18,7512,-1,0,0,0,0,0,0,\N
99047,세화루 (4 셀),0,0,0,0,0,0,400,0,attack,3,50,4,5,0,0,-1,0,64,0,0,0,0,0,,30,2510,-1,0,0,0,0,0,0,\N
99059,오루쿠스 (강타),0,0,0,0,0,0,400,0,attack,3,70,4,4,0,0,-1,1,64,0,2,0,0,0,,30,1812,-1,0,0,0,0,0,0,\N
99060,오루쿠스 (외침),0,0,5,0,0,0,400,0,attack,3,100,10,10,0,0,-1,1,64,0,2,4,0,0,,19,245,-1,0,0,0,0,0,0,\N
99065,아루비오 (원거리),0,0,0,0,0,0,0,0,attack,3,50,5,5,0,0,-1,0,64,0,8,0,0,0,,17,10699,10700,0,0,0,0,0,0,\N
99085,샤스키 (범위),0,0,25,0,0,0,0,0,attack,3,75,3,3,0,0,-1,8,64,0,0,5,0,0,,30,4627,-1,0,0,0,0,1,0,\N
99087,아이스이 럽션,0,0,50,0,0,0,400,0,attack,3,50,3,5,0,0,-1,1,64,0,8,0,0,0,,18,10895,-1,0,0,0,0,0,0,\N
