id,name,unidentified_name_id,identified_name_id,type,is_twohanded,material,weight,inv_gfx_id,grd_gfx_id,item_desc_id,dmg_small,dmg_large,range,safe_enchant,use_royal,use_knight,use_wizard,use_elf,use_darkelf,use_dragonknight,use_illusionist,hit_modifier,dmg_modifier,str,con,dex,int,wis,cha,hp,mp,hpr,mpr,sp,mr,is_haste,double_dmg_chance,weakness_exposure,magic_dmg_modifier,can_be_dmg,min_level,max_level,bless,tradable,deletable,charge_time,expiration_time
100114,威厳の印,$4386,$4386,blunt,0,iron,20000,2228,5606,2102,14,16,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,1,1,0,\N
100132,ビショップ スタッフ,$3847,$3847,staff,1,silver,70000,1901,75,0,9,9,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100143,バトル アックス,$60,$60,blunt,1,steel,120000,9,58,0,18,18,1,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100144,ドワヴィッシュ アックス,$94,$94,blunt,1,steel,280000,172,358,0,18,24,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100146,モーニングスター,$84,$84,blunt,0,steel,120000,68,68,0,9,10,1,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100151,デーモン アックス,$3249,$3249,blunt,1,blackmithril,180000,1627,4110,1284,30,30,1,0,1,1,0,0,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100157,シルバー クロウ,$656 $372,$656 $372,claw,1,silver,20000,1086,2911,850,13,10,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,1,1,0,\N
100164,ダークネス クロウ,$2456,$2456,claw,1,platinum,40000,1079,2913,855,22,18,1,6,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,1,1,0,\N
100169,ハンターボウ,$1244,$1244,bow,1,wood,30000,279,12,0,2,2,-1,6,1,1,1,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100170,エルヴン ボウ,$64,$64,bow,1,wood,30000,18,12,0,2,2,-1,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100172,ボウ,$24,$24,bow,1,wood,30000,278,12,0,2,2,-1,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100180,クロス ボウ,$784,$784,bow,1,wood,50000,305,12,0,3,2,-1,6,0,1,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100181,ロング ボウ,$105,$105,bow,1,wood,40000,123,12,0,3,3,-1,6,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100189,ダークネス クロスボウ,$2457,$2457,bow,1,platinum,50000,1080,2920,856,4,3,-1,6,0,0,0,1,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
100204,真紅のクロスボウ,$4387,$4387,bow,1,iron,25000,2230,5601,2103,3,3,-1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,1,1,0,\N
100207,煉獄のクロウ,$4384,$4384,claw,1,blackmithril,50000,2225,5605,2100,14,12,1,0,0,0,0,0,1,0,0,-5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,1,1,0,\N
100212,海神のトライデント,$4385,$4385,spear,1,iron,40000,2226,5607,2101,20,22,2,6,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,\N
200001,オーキッシュ ダガー,$13,$13,dagger,0,iron,10000,34,68,0,2,3,1,6,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,\N
200002,ダイス ダガー,$416,$416,dagger,0,iron,10000,144,354,142,1,3,1,6,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,\N
200027,シミター,$92,$92,sword,0,iron,40000,90,76,0,8,8,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,\N
200032,グラディウス,$415,$415,sword,0,iron,40000,151,355,0,9,11,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,\N
200041,刀,$16,$16,sword,0,iron,40000,58,26,0,10,12,1,6,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,\N
200052,ツーハンド ソード,$3,$3,twohandsword,1,iron,150000,4,59,0,17,21,1,6,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,\N
200171,オーキッシュ ボウ,$65,$65,bow,1,wood,30000,19,12,0,2,2,-1,6,1,1,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,\N
100059,ナイトバルドのツーハンド ソード,$2859,$2859,twohandsword,1,steel,100000,1181,3131,0,22,28,1,6,0,1,0,0,0,1,0,-1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,\N
